file1,file2,label1,label2
../audioData/NIGENS/NIGENS/footsteps/FootstepsConcrete+2011_04_2.wav,../audioData/NIGENS/NIGENS/piano/CloseOutsideMic2.wav,footsteps,piano
../audioData/NIGENS/NIGENS/baby/HumanBaby+CTV05_42_01.wav,../audioData/NIGENS/NIGENS/footsteps/FootstepsConcrete+6016_01_1.wav,baby,footsteps
../audioData/NIGENS/NIGENS/phone/TelephoneEuropean+6068_83_4.wav,../audioData/NIGENS/NIGENS/piano/Piano+2017_58_8.wav,phone,piano
../audioData/NIGENS/NIGENS/crash/CrashMetal+HB01_28_12.wav,../audioData/NIGENS/NIGENS/footsteps/FootstepsDeck+6016_69_1.wav,crash,footsteps
../audioData/NIGENS/NIGENS/piano/PianoComedy+CTE07_49_3.wav,../audioData/NIGENS/NIGENS/knock/KnockDoor+HB01_66_1.wav,piano,knock
../audioData/NIGENS/NIGENS/alarm/AlarmElectronic+SFSE02_08_2.wav,../audioData/NIGENS/NIGENS/baby/HumanBaby+CTV05_42_01.wav,alarm,baby
../audioData/NIGENS/NIGENS/phone/TelephoneRing_DIGIF1-58.wav,../audioData/NIGENS/NIGENS/maleScream/245312__kwahmah-02__wild-scream.wav,phone,maleScream
../audioData/NIGENS/NIGENS/engine/MotorElectric+6032_61_1.wav,../audioData/NIGENS/NIGENS/crash/CRASH-JUNK_GEN-HDF-08699.wav,engine,crash
../audioData/NIGENS/NIGENS/fire/FireBall+6015_26_1.wav,../audioData/NIGENS/NIGENS/footsteps/FootstepsConcrete+6016_03_1.wav,fire,footsteps
../audioData/NIGENS/NIGENS/piano/Piano+2017_57_13.wav,../audioData/NIGENS/NIGENS/phone/TelephoneCellular+6068_15_4.wav,piano,phone
../audioData/NIGENS/NIGENS/footsteps/FootstepsHardwood+2011_15_1.wav,../audioData/NIGENS/NIGENS/maleSpeech/lbic8n.wav,footsteps,maleSpeech
../audioData/NIGENS/NIGENS/fire/Fire_DIGIP03-31.wav,../audioData/NIGENS/NIGENS/piano/PianoComedy+CTE07_53_5.wav,fire,piano
../audioData/NIGENS/NIGENS/knock/DOOR-KNOCK_GEN-HDF-09720.wav,../audioData/NIGENS/NIGENS/dog/Animal-Dog-Bark_GEN-HD2-26404.wav,knock,dog
../audioData/NIGENS/NIGENS/femaleSpeech/bbad9s.wav,../audioData/NIGENS/NIGENS/crash/Crash+6010_95_4.wav,femaleSpeech,crash
../audioData/NIGENS/NIGENS/baby/HumanBaby+CTV05_41_01.wav,../audioData/NIGENS/NIGENS/dog/DogRottweiller+WWA09_47_4.wav,baby,dog
../audioData/NIGENS/NIGENS/maleSpeech/lbbk2p.wav,../audioData/NIGENS/NIGENS/femaleScream/273153__hoerspielwerkstatt-hef__child-scream2.wav,maleSpeech,femaleScream
../audioData/NIGENS/NIGENS/knock/DOOR-KNOCK_GEN-HDF-09722.wav,../audioData/NIGENS/NIGENS/crash/CrashBuilding+CRB01_40.wav,knock,crash
../audioData/NIGENS/NIGENS/crash/CERAMIC-SMASH_GEN-HDF-07188.wav,../audioData/NIGENS/NIGENS/femaleSpeech/bbad8s.wav,crash,femaleSpeech
../audioData/NIGENS/NIGENS/dog/DogSmall+JBA03_97_1.wav,../audioData/NIGENS/NIGENS/baby/HUMAN-BABY_GEN-HDF-14824.wav,dog,baby
../audioData/NIGENS/NIGENS/piano/PianoComedy+CTE07_61_8.wav,../audioData/NIGENS/NIGENS/dog/AnimalDog+WWA09_48_4.wav,piano,dog
../audioData/NIGENS/NIGENS/dog/AnimalDog+SUP01_27_18.wav,../audioData/NIGENS/NIGENS/baby/HumanBaby+6105_96.wav,dog,baby
../audioData/NIGENS/NIGENS/dog/animal-dog+barking-1_CAP01-21.wav,../audioData/NIGENS/NIGENS/fire/FireGas_DIGIJ02-69.wav,dog,fire
../audioData/NIGENS/NIGENS/femaleScream/139087__arjanvanhoorn0181__young-girl-screaming-2.wav,../audioData/NIGENS/NIGENS/maleSpeech/sgwcza.wav,femaleScream,maleSpeech
../audioData/NIGENS/NIGENS/knock/DOOR-KNOCK_GEN-HDF-09714.wav,../audioData/NIGENS/NIGENS/dog/Animal-Dog-Large-Bark-Exterior_GEN-HD2-26401.wav,knock,dog
../audioData/NIGENS/NIGENS/alarm/ElectronicBeep+6063_33.wav,../audioData/NIGENS/NIGENS/engine/Toy+6037_58_3.wav,alarm,engine
../audioData/NIGENS/NIGENS/engine/TRUCK-PICK-UP-FORD_GEN-HDF-24832.wav,../audioData/NIGENS/NIGENS/crash/CrashBaggage+CTV03_86_01.wav,engine,crash
../audioData/NIGENS/NIGENS/engine/IndustryMotor+1017_41.wav,../audioData/NIGENS/NIGENS/dog/AnimalDog+WWA09_44_3.wav,engine,dog
../audioData/NIGENS/NIGENS/footsteps/FootstepsConcrete+2011_03_3.wav,../audioData/NIGENS/NIGENS/fire/Fire+6049_23.wav,footsteps,fire
../audioData/NIGENS/NIGENS/fire/Fire+6049_23.wav,../audioData/NIGENS/NIGENS/maleSpeech/sgwi2s.wav,fire,maleSpeech
../audioData/NIGENS/NIGENS/crash/CrashPiano+IE02_28_5.wav,../audioData/NIGENS/NIGENS/footsteps/FOOTSTEPS-OUTDOOR_GEN-HDF-12185.wav,crash,footsteps
../audioData/NIGENS/NIGENS/maleSpeech/sgih1p.wav,../audioData/NIGENS/NIGENS/phone/Telephone_DIGIP02-63.wav,maleSpeech,phone
../audioData/NIGENS/NIGENS/knock/DoorKnock+6048_30_3.wav,../audioData/NIGENS/NIGENS/crash/CRASH-JUNK_GEN-HDF-08701.wav,knock,crash
../audioData/NIGENS/NIGENS/knock/DOOR-KNOCK_GEN-HDF-09699.wav,../audioData/NIGENS/NIGENS/crash/Monitor-Crash_Computer-Monitor-Three-Hard-Shattering-Impacts_DST2-1134.wav,knock,crash
../audioData/NIGENS/NIGENS/femaleSpeech/swwo9a.wav,../audioData/NIGENS/NIGENS/crash/MassDestructionCr+IE01_45_1.wav,femaleSpeech,crash
../audioData/NIGENS/NIGENS/baby/HumanBaby+CTV05_41_04.wav,../audioData/NIGENS/NIGENS/knock/GLASS-HIT_GEN-HDF-12932.wav,baby,knock
../audioData/NIGENS/NIGENS/alarm/CartoonBell+4001_54_3.wav,../audioData/NIGENS/NIGENS/crash/GlassSmash+SUP01_51_10.wav,alarm,crash
../audioData/NIGENS/NIGENS/maleSpeech/pgid1p.wav,../audioData/NIGENS/NIGENS/phone/TelephoneElectronic+1025_61.wav,maleSpeech,phone
../audioData/NIGENS/NIGENS/crash/WoodBreak_DIGIJ03-04.wav,../audioData/NIGENS/NIGENS/baby/HUMAN-BABY_GEN-HDF-14825.wav,crash,baby
../audioData/NIGENS/NIGENS/femaleSpeech/swwo9n.wav,../audioData/NIGENS/NIGENS/baby/HumanBaby+6095_66_3.wav,femaleSpeech,baby
../audioData/NIGENS/NIGENS/baby/HUMAN-BABY_GEN-HDF-14808.wav,../audioData/NIGENS/NIGENS/footsteps/FootstepsConcrete+6016_01_1.wav,baby,footsteps
../audioData/NIGENS/NIGENS/engine/MOTOR-GENERATOR_GEN-HDF-17562.wav,../audioData/NIGENS/NIGENS/phone/TELEPHONE-ELECTRONIC_GEN-HDF-22838.wav,engine,phone
../audioData/NIGENS/NIGENS/maleSpeech/bbaszs.wav,../audioData/NIGENS/NIGENS/fire/Fire_CampfireLoop2_SFX-KIT.wav,maleSpeech,fire
../audioData/NIGENS/NIGENS/knock/DOOR-KNOCK_GEN-HDF-09725.wav,../audioData/NIGENS/NIGENS/crash/CrashAirplane+BSZ01_18.wav,knock,crash
../audioData/NIGENS/NIGENS/femaleSpeech/swwv1s.wav,../audioData/NIGENS/NIGENS/maleSpeech/pgbk1n.wav,femaleSpeech,maleSpeech
../audioData/NIGENS/NIGENS/crash/GlassSmash+SUP01_51_10.wav,../audioData/NIGENS/NIGENS/maleScream/330673__gutturalgutfuck__pissed-off-screams.wav,crash,maleScream
../audioData/NIGENS/NIGENS/fire/Fire+6049_18.wav,../audioData/NIGENS/NIGENS/footsteps/FootstepsDirt+2011_11_1.wav,fire,footsteps
../audioData/NIGENS/NIGENS/piano/Piano_PlaySong_RowBoat_SFX-KIT.wav,../audioData/NIGENS/NIGENS/maleSpeech/lbbk2p.wav,piano,maleSpeech
../audioData/NIGENS/NIGENS/maleSpeech/lbij3s.wav,../audioData/NIGENS/NIGENS/maleScream/220623__adriancalzon__scream-05.wav,maleSpeech,maleScream
../audioData/NIGENS/NIGENS/alarm/Sci-Fi-Alarm-Electric-Two-Tone_GEN-HD2-31349.wav,../audioData/NIGENS/NIGENS/maleScream/169628__dinsfire__male-voice-screaming-loudly.wav,alarm,maleScream
../audioData/NIGENS/NIGENS/phone/TelephoneElectronic+1025_61.wav,../audioData/NIGENS/NIGENS/alarm/ALARM-ELECTRONIC_GEN-HDF-00613.wav,phone,alarm
../audioData/NIGENS/NIGENS/phone/TelephoneElectron+6068_79_3.wav,../audioData/NIGENS/NIGENS/femaleSpeech/bbac8n.wav,phone,femaleSpeech
../audioData/NIGENS/NIGENS/crash/CrashWall+CRB01_50_1.wav,../audioData/NIGENS/NIGENS/phone/TelephoneElectronic+1025_61.wav,crash,phone
../audioData/NIGENS/NIGENS/femaleSpeech/bbaj2n.wav,../audioData/NIGENS/NIGENS/knock/DOOR-KNOCK_GEN-HDF-09722.wav,femaleSpeech,knock
../audioData/NIGENS/NIGENS/piano/Piano_PlayScale_UpDown2_SFX-KIT.wav,../audioData/NIGENS/NIGENS/knock/Wood-Hit-Knock-Or-Hammer-Medium_GEN-HD2-32802.wav,piano,knock
../audioData/NIGENS/NIGENS/piano/Caravan.wav,../audioData/NIGENS/NIGENS/femaleSpeech/bbak1n.wav,piano,femaleSpeech
../audioData/NIGENS/NIGENS/baby/HUMAN-BABY_GEN-HDF-14805.wav,../audioData/NIGENS/NIGENS/crash/CRASH-CLOSET_GEN-HDF-08693.wav,baby,crash
../audioData/NIGENS/NIGENS/maleSpeech/lbbx9s.wav,../audioData/NIGENS/NIGENS/engine/Auto%2775CobraRs427+5041_37.wav,maleSpeech,engine
../audioData/NIGENS/NIGENS/alarm/ClockAlarm+TL02_39.wav,../audioData/NIGENS/NIGENS/femaleScream/168814__11linda__evil-dark-painful.wav,alarm,femaleScream
../audioData/NIGENS/NIGENS/baby/HumanBaby+6105_97_1.wav,../audioData/NIGENS/NIGENS/footsteps/FootstepsConcrete+2011_04_2.wav,baby,footsteps
../audioData/NIGENS/NIGENS/maleScream/125127__thanvannispen__schreeuw1clean.wav,../audioData/NIGENS/NIGENS/knock/DOOR-KNOCK_GEN-HDF-09720.wav,maleScream,knock
../audioData/NIGENS/NIGENS/femaleScream/222650__mariallinas__scream.wav,../audioData/NIGENS/NIGENS/knock/KnockerDoor+9006_38_8.wav,femaleScream,knock
../audioData/NIGENS/NIGENS/femaleScream/118521__huboftheuniverseprod__thegutbezahlscream.wav,../audioData/NIGENS/NIGENS/alarm/AlarmAirplane+SUP01_02_3.wav,femaleScream,alarm
../audioData/NIGENS/NIGENS/dog/DogSmall+JBA03_97_1.wav,../audioData/NIGENS/NIGENS/femaleSpeech/swwo9a.wav,dog,femaleSpeech
../audioData/NIGENS/NIGENS/baby/HumanBaby+IN10_02.wav,../audioData/NIGENS/NIGENS/femaleScream/219815__saraonsins__effort-scream.wav,baby,femaleScream
../audioData/NIGENS/NIGENS/femaleScream/50156__freesound__000-testing-ariana-scream.wav,../audioData/NIGENS/NIGENS/crash/CrashGlass+6082_56.wav,femaleScream,crash
../audioData/NIGENS/NIGENS/femaleSpeech/bbak1n.wav,../audioData/NIGENS/NIGENS/dog/DogRottweiller+WWA09_47_4.wav,femaleSpeech,dog
../audioData/NIGENS/NIGENS/fire/Fire+HB03_90_3.wav,../audioData/NIGENS/NIGENS/knock/DOOR-KNOCK_GEN-HDF-09699.wav,fire,knock
../audioData/NIGENS/NIGENS/knock/DOOR-KNOCK_GEN-HDF-09717.wav,../audioData/NIGENS/NIGENS/piano/Piano+2017_57_7.wav,knock,piano
../audioData/NIGENS/NIGENS/maleScream/222649__mariallinas__shout.wav,../audioData/NIGENS/NIGENS/dog/AnimalDogSamoyed+6003_51_2.wav,maleScream,dog
../audioData/NIGENS/NIGENS/fire/Fire+PS01_98.wav,../audioData/NIGENS/NIGENS/baby/HumanBaby+6052_18.wav,fire,baby
../audioData/NIGENS/NIGENS/engine/MOTOR-GENERATOR_GEN-HDF-17561.wav,../audioData/NIGENS/NIGENS/footsteps/FOOTSTEPS-OUTDOOR_GEN-HDF-12186.wav,engine,footsteps
../audioData/NIGENS/NIGENS/footsteps/FootstepsCreakyFl+6016_48_1.wav,../audioData/NIGENS/NIGENS/femaleScream/219817__saraonsins__horror-scream.wav,footsteps,femaleScream
../audioData/NIGENS/NIGENS/baby/HUMAN-BABY_GEN-HDF-14805.wav,../audioData/NIGENS/NIGENS/footsteps/FootstepsWood+6017_13_1.wav,baby,footsteps
../audioData/NIGENS/NIGENS/engine/transport+truck-start_CAP01-402.wav,../audioData/NIGENS/NIGENS/maleSpeech/lbbkzn.wav,engine,maleSpeech
../audioData/NIGENS/NIGENS/piano/PianoComedy+CTE07_61_8.wav,../audioData/NIGENS/NIGENS/maleScream/180314__jorickhoofd__sad-cry-7.wav,piano,maleScream
../audioData/NIGENS/NIGENS/phone/TelephoneCellular+6068_16_2.wav,../audioData/NIGENS/NIGENS/alarm/ElectronicBeep+6063_34.wav,phone,alarm
../audioData/NIGENS/NIGENS/knock/DOOR-KNOCK_GEN-HDF-09717.wav,../audioData/NIGENS/NIGENS/maleScream/219863__acehell__crit-marc.wav,knock,maleScream
../audioData/NIGENS/NIGENS/piano/196101__aiwha__piano-note-1.wav,../audioData/NIGENS/NIGENS/phone/TELEPHONE-ELECTRONIC_GEN-HDF-22881.wav,piano,phone
../audioData/NIGENS/NIGENS/femaleSpeech/bbak1p.wav,../audioData/NIGENS/NIGENS/alarm/AlarmElectronic+6061_42.wav,femaleSpeech,alarm
../audioData/NIGENS/NIGENS/femaleSpeech/bbad2p.wav,../audioData/NIGENS/NIGENS/phone/Telephone_DIGIX01-54.wav,femaleSpeech,phone
../audioData/NIGENS/NIGENS/footsteps/FootstepsConcrete+6016_16_1.wav,../audioData/NIGENS/NIGENS/dog/DogSiberianHusky_DIGIC08-59.wav,footsteps,dog
../audioData/NIGENS/NIGENS/crash/MassDestructionCr+IE01_45_1.wav,../audioData/NIGENS/NIGENS/femaleSpeech/bbadzs.wav,crash,femaleSpeech
../audioData/NIGENS/NIGENS/phone/TelephoneCellular+6068_30_2.wav,../audioData/NIGENS/NIGENS/alarm/ClockAlarm+6020_38.wav,phone,alarm
../audioData/NIGENS/NIGENS/maleSpeech/bbaszs.wav,../audioData/NIGENS/NIGENS/femaleScream/HUMAN-SCREAM_GEN-HDF-15246.wav,maleSpeech,femaleScream
../audioData/NIGENS/NIGENS/engine/AMBULANCE_GEN-HDF-00814.wav,../audioData/NIGENS/NIGENS/baby/HumanBaby+6095_72_3.wav,engine,baby
../audioData/NIGENS/NIGENS/footsteps/FootstepsDirt+6016_87_1.wav,../audioData/NIGENS/NIGENS/alarm/ElectronicAlarm+L2SF1_03_3.wav,footsteps,alarm
../audioData/NIGENS/NIGENS/femaleScream/118521__huboftheuniverseprod__thegutbezahlscream.wav,../audioData/NIGENS/NIGENS/knock/DOOR-KNOCK_GEN-HDF-09722.wav,femaleScream,knock
../audioData/NIGENS/NIGENS/maleSpeech/lbbq4n.wav,../audioData/NIGENS/NIGENS/dog/Animal-Dog-Bark_GEN-HD2-26406.wav,maleSpeech,dog
../audioData/NIGENS/NIGENS/crash/CrashMetal+HB01_28_12.wav,../audioData/NIGENS/NIGENS/dog/Animal-Dog-Bark_GEN-HD2-26407.wav,crash,dog
../audioData/NIGENS/NIGENS/baby/HumanCry+6032_09_3.wav,../audioData/NIGENS/NIGENS/phone/TelephoneElectronic+1025_61.wav,baby,phone
../audioData/NIGENS/NIGENS/footsteps/FootstepsConcrete+6016_01_1.wav,../audioData/NIGENS/NIGENS/baby/HumanBaby_DIGII08-47.wav,footsteps,baby
../audioData/NIGENS/NIGENS/dog/AnimalDogShepherd+6003_54_2.wav,../audioData/NIGENS/NIGENS/femaleSpeech/bbak1p.wav,dog,femaleSpeech
../audioData/NIGENS/NIGENS/maleScream/238043__paltsug__wahha-yanga-ripi-a-raja-bip-gonog.wav,../audioData/NIGENS/NIGENS/footsteps/FootstepsStone+2011_01_2.wav,maleScream,footsteps
../audioData/NIGENS/NIGENS/femaleScream/219866__claudia-clim__scream.wav,../audioData/NIGENS/NIGENS/fire/Fire_Ignite_Large4_SFX-KIT.wav,femaleScream,fire
../audioData/NIGENS/NIGENS/maleSpeech/bbas2a.wav,../audioData/NIGENS/NIGENS/alarm/Alarm+8001_04.wm.wav,maleSpeech,alarm
../audioData/NIGENS/NIGENS/engine/AutoFerrariTestaros+5040_01.wav,../audioData/NIGENS/NIGENS/footsteps/FootstepsStone+2011_01_2.wav,engine,footsteps
../audioData/NIGENS/NIGENS/maleSpeech/bbbz7n.wav,../audioData/NIGENS/NIGENS/knock/DoorKnock_DIGIX01-12.wav,maleSpeech,knock
../audioData/NIGENS/NIGENS/piano/MusicPiano_DIGIB04-63.wav,../audioData/NIGENS/NIGENS/femaleScream/58585__juskiddink__vocal-joy-and-excitement2.wav,piano,femaleScream
../audioData/NIGENS/NIGENS/maleScream/30988__unclesigmund__ahhh.wav,../audioData/NIGENS/NIGENS/baby/HumanBaby+IN10_02.wav,maleScream,baby
../audioData/NIGENS/NIGENS/baby/HumanBaby+CTV05_40_01.wav,../audioData/NIGENS/NIGENS/maleScream/275170__lodovico__terrifying-scream.wav,baby,maleScream
../audioData/NIGENS/NIGENS/maleScream/336537__chrillz3r__scream-frightened.wav,../audioData/NIGENS/NIGENS/footsteps/FootstepsLinoleum+2011_20_1.wav,maleScream,footsteps
../audioData/NIGENS/NIGENS/crash/smash-window+shatter_CAP01-330.wav,../audioData/NIGENS/NIGENS/phone/TelephoneEuropean+2003_08.wav,crash,phone
../audioData/NIGENS/NIGENS/footsteps/FootstepsWoodSoli+6017_54_1.wav,../audioData/NIGENS/NIGENS/alarm/AlarmElectronic+6061_43.wav,footsteps,alarm
../audioData/NIGENS/NIGENS/alarm/CartoonBell+4001_54_3.wav,../audioData/NIGENS/NIGENS/baby/HUMAN-BABY_GEN-HDF-14827.wav,alarm,baby
../audioData/NIGENS/NIGENS/knock/DOOR-KNOCK_GEN-HDF-09722.wav,../audioData/NIGENS/NIGENS/femaleScream/242644__reitanna__another-surprised-oooh.wav,knock,femaleScream
../audioData/NIGENS/NIGENS/fire/Fire_CampfireLoop8_SFX-KIT.wav,../audioData/NIGENS/NIGENS/engine/BoatInboard_DIGIMEGADISC-48.wav,fire,engine
../audioData/NIGENS/NIGENS/knock/GLASS-HIT_GEN-HDF-12929.wav,../audioData/NIGENS/NIGENS/crash/Monitor-Crash_Computer-Monitor-Three-Hard-Shattering-Impacts_DST2-1134.wav,knock,crash
../audioData/NIGENS/NIGENS/alarm/AlarmFire+2013_43.wav,../audioData/NIGENS/NIGENS/footsteps/FootstepsDeck+6016_69_1.wav,alarm,footsteps
../audioData/NIGENS/NIGENS/piano/PianoComedy+CTE07_55_1.wav,../audioData/NIGENS/NIGENS/maleSpeech/lbbkzn.wav,piano,maleSpeech
../audioData/NIGENS/NIGENS/fire/Fire+6049_16.wav,../audioData/NIGENS/NIGENS/knock/GLASS-KNOCK_GEN-HDF-12935.wav,fire,knock
../audioData/NIGENS/NIGENS/piano/Piano+2017_57_11.wav,../audioData/NIGENS/NIGENS/phone/TelephoneCordless_DIGIF4-20.wav,piano,phone
../audioData/NIGENS/NIGENS/alarm/Alarm+8001_04.wm.wav,../audioData/NIGENS/NIGENS/footsteps/FOOTSTEPS-OUTDOOR_GEN-HDF-12243.wav,alarm,footsteps
../audioData/NIGENS/NIGENS/footsteps/FootstepsConcrete+6016_10_1.wav,../audioData/NIGENS/NIGENS/femaleSpeech/bbadzs.wav,footsteps,femaleSpeech
../audioData/NIGENS/NIGENS/piano/Piano+2017_58_10.wav,../audioData/NIGENS/NIGENS/crash/TableWood+IN06_99.wav,piano,crash
../audioData/NIGENS/NIGENS/piano/PianoComedy+CTE07_53_5.wav,../audioData/NIGENS/NIGENS/knock/GLASS-HIT_GEN-HDF-12928.wav,piano,knock
../audioData/NIGENS/NIGENS/piano/Piano-Horror_GEN-HD2-31110.wav,../audioData/NIGENS/NIGENS/crash/CrashVarious+PS01_30.wav,piano,crash
../audioData/NIGENS/NIGENS/crash/CrashWood+6046_90_2.wav,../audioData/NIGENS/NIGENS/piano/PianoComedy_DIGIP05-79.wav,crash,piano
../audioData/NIGENS/NIGENS/phone/TelephoneCordless+6068_73_2.wav,../audioData/NIGENS/NIGENS/maleScream/84351__patopurific__scream-and-death.wav,phone,maleScream
../audioData/NIGENS/NIGENS/engine/IndustryMotor+1017_41.wav,../audioData/NIGENS/NIGENS/fire/Fire+DSS02_03.wav,engine,fire
../audioData/NIGENS/NIGENS/engine/IndustryMotor+1017_41.wav,../audioData/NIGENS/NIGENS/knock/WindowKnock_DIGIB01-12.wav,engine,knock
../audioData/NIGENS/NIGENS/crash/CrashMetal+HB01_28_12.wav,../audioData/NIGENS/NIGENS/knock/DOOR-KNOCK_GEN-HDF-09717.wav,crash,knock
../audioData/NIGENS/NIGENS/crash/smash-window+crash_CAP01-329.wav,../audioData/NIGENS/NIGENS/femaleSpeech/bbadzp.wav,crash,femaleSpeech
../audioData/NIGENS/NIGENS/dog/DogRottweiller+WWA09_47_4.wav,../audioData/NIGENS/NIGENS/phone/TelephoneCordless_DIGIF4-20.wav,dog,phone
../audioData/NIGENS/NIGENS/alarm/HospitalAlarm+CTV05_11_02.wav,../audioData/NIGENS/NIGENS/dog/ANIMAL-DOG-BARK-SHORT_6EXT8-10047.wav,alarm,dog
../audioData/NIGENS/NIGENS/maleScream/31818__malexmedia__malexmedia-man-scream.wav,../audioData/NIGENS/NIGENS/piano/Piano+6097_37_1.wav,maleScream,piano
../audioData/NIGENS/NIGENS/piano/Piano_PlayScale_UpDown2_SFX-KIT.wav,../audioData/NIGENS/NIGENS/crash/METAL-CRASH_GEN-HDF-16902.wav,piano,crash
../audioData/NIGENS/NIGENS/fire/Fire+6095_19.wav,../audioData/NIGENS/NIGENS/maleScream/125127__thanvannispen__schreeuw1clean.wav,fire,maleScream
../audioData/NIGENS/NIGENS/femaleSpeech/bbad9s.wav,../audioData/NIGENS/NIGENS/engine/STEAM-ENGINE_GEN-HDF-21765.wav,femaleSpeech,engine
